relative_path,actor_id,label,split,source,source_sha1
Actor_01/03-01-05-01-01-02-01.wav,01,angry,train,RAVDESS,7369c8822aa2796de506e1d427fdb6d2f4af4216
Actor_01/03-01-05-01-02-01-01.wav,01,angry,train,RAVDESS,5b29dd9fff8c7f985a8a0c0e30e310f5b7c56228
Actor_01/03-01-05-01-02-02-01.wav,01,angry,train,RAVDESS,5353f84e063eb379506710a15afb35af56308ca1
Actor_01/03-01-05-02-01-01-01.wav,01,angry,train,RAVDESS,26b69bf981a8f1759e1f0521aa0da7cffd3d2cac
Actor_01/03-01-05-02-01-02-01.wav,01,angry,train,RAVDESS,d245cfb77dbd1c2dab19b768315e1ef23e8e6b79
Actor_01/03-01-05-02-02-01-01.wav,01,angry,train,RAVDESS,737d0ed454384301d1711e4a581da9a80d9de52b
Actor_01/03-01-05-02-02-02-01.wav,01,angry,train,RAVDESS,f001dde0ef6ca9bb241d04d75f328f56334ca557
Actor_01/03-01-06-01-01-01-01.wav,01,fear,train,RAVDESS,44c39b0f0b2ec3db630a00f807b6a3a5a0026cd6
Actor_01/03-01-06-01-01-02-01.wav,01,fear,train,RAVDESS,1827bdc78a0b0c1896251bc129ed36c15c32f079
Actor_01/03-01-06-01-02-01-01.wav,01,fear,train,RAVDESS,34b9828ff641ae2f9fce6e2677b799d83ef2750c
Actor_01/03-01-06-01-02-02-01.wav,01,fear,train,RAVDESS,992a45edb43a0d601af2e2e38684609dc7edbeb4
Actor_01/03-01-06-02-01-01-01.wav,01,fear,train,RAVDESS,821c3a473727b0fdd6e6f4d6a4fc23bb31671775
Actor_01/03-01-06-02-01-02-01.wav,01,fear,train,RAVDESS,0fa9f094a9aa77cc9cf6af09aee1c1eb4ca55aca
Actor_01/03-01-06-02-02-01-01.wav,01,fear,train,RAVDESS,1aabf21db1d9261ff82e9946288224da401366e7
Actor_01/03-01-06-02-02-02-01.wav,01,fear,train,RAVDESS,0cec65a83bd3810bd5963bc0565825a2684e26a1
Actor_01/03-01-07-01-01-01-01.wav,01,disgust,train,RAVDESS,5dea8806f35013950b1ba1bda2878fbb2a41f92b
Actor_01/03-01-07-01-01-02-01.wav,01,disgust,train,RAVDESS,eddf4339de25c18ebe340b0c517785cdf5e66f4d
Actor_01/03-01-07-01-02-01-01.wav,01,disgust,train,RAVDESS,63abce2c95d7f0ab6d25cef7eb6872ae8e309440
Actor_01/03-01-07-01-02-02-01.wav,01,disgust,train,RAVDESS,d803b66f2ca33d73044bb188b5000b81e2d1b301
Actor_01/03-01-07-02-01-01-01.wav,01,disgust,train,RAVDESS,4acdb45c79ceb0d7b6f297358314e167ec459fd4
Actor_01/03-01-07-02-01-02-01.wav,01,disgust,train,RAVDESS,350b96e59b90ba45db57d80cac83dd8272df8362
Actor_01/03-01-07-02-02-01-01.wav,01,disgust,train,RAVDESS,2ccfcfea06a0e2b19a921be310051fbbb182560d
Actor_01/03-01-07-02-02-02-01.wav,01,disgust,train,RAVDESS,37f7506876d1757d46f8c18da56ddf81914261be
Actor_01/03-01-08-01-01-01-01.wav,01,surprise,train,RAVDESS,a6a4908d7018ea38cb89b8a17c05b8a2a8e7c776
Actor_01/03-01-08-01-01-02-01.wav,01,surprise,train,RAVDESS,e4ea916c6d8f2d7945a5497c8e9919a4c052fe14
Actor_01/03-01-08-01-02-01-01.wav,01,surprise,train,RAVDESS,f6865978e4ae1dcd2150fbc8f02d9e8639644e0b
Actor_01/03-01-08-01-02-02-01.wav,01,surprise,train,RAVDESS,0d7aaa7bebd1a3be949bf1c4df17a5b233fb2e92
Actor_01/03-01-08-02-01-01-01.wav,01,surprise,train,RAVDESS,deaf0fc93a75cbf0632baaeebcd3572d0e033f18
Actor_01/03-01-08-02-01-02-01.wav,01,surprise,train,RAVDESS,22046024e91e1b08d7a26bee0289a4b9c552cb4a
Actor_01/03-01-08-02-02-01-01.wav,01,surprise,train,RAVDESS,9aabeadbcc43b58b1117d741d459b32260b1c349
Actor_01/03-01-08-02-02-02-01.wav,01,surprise,train,RAVDESS,d8f13244c524b1ae5fded634b503216a9e5026c8
Actor_02/03-01-01-01-01-01-02.wav,02,neutral,train,RAVDESS,b508fee57c4e4f555d12dcc590883b054283322a
Actor_02/03-01-01-01-01-02-02.wav,02,neutral,train,RAVDESS,db05534cc94d3097ce294772c6ea28843d7bd7d3
Actor_02/03-01-01-01-02-01-02.wav,02,neutral,train,RAVDESS,83c516f951ed80d2b14a06ff5eb89e5847187681
Actor_02/03-01-01-01-02-02-02.wav,02,neutral,train,RAVDESS,2609afebd328c5c85424db4aa746a4fd9f485730
Actor_02/03-01-02-01-01-01-02.wav,02,neutral,train,RAVDESS,8f606d4391cfc9b213c2c25d8d4db501b9f0f09d
Actor_02/03-01-02-01-01-02-02.wav,02,neutral,train,RAVDESS,c78c09287e3cc5061ed136726a2664fa6f5c69be
Actor_02/03-01-02-01-02-01-02.wav,02,neutral,train,RAVDESS,6ac1bca6a82fcc24f2117d260d0ebcfab1b682c9
Actor_02/03-01-02-01-02-02-02.wav,02,neutral,train,RAVDESS,7f3aa6061e01163a704367470aa08c306b8bba26
Actor_02/03-01-02-02-01-01-02.wav,02,neutral,train,RAVDESS,9618ebfbd72c2ce94eb8c5d308a7baaed8c1a0b2
Actor_02/03-01-02-02-01-02-02.wav,02,neutral,train,RAVDESS,5cf2e91208816224df3d9b3ae63f01b5d988ee82
Actor_02/03-01-02-02-02-01-02.wav,02,neutral,train,RAVDESS,8fdc99283e2325bcef2edeb8f93bee5051d90106
Actor_02/03-01-02-02-02-02-02.wav,02,neutral,train,RAVDESS,f00581c8e3c80767e2d01c6d836ee38bc18a1173
Actor_02/03-01-03-01-01-01-02.wav,02,happy,train,RAVDESS,630af2c27f26f5211da1e0e2b6ba988936775d9e
Actor_02/03-01-03-01-01-02-02.wav,02,happy,train,RAVDESS,663058d53a4c0e6a13aca28658e93eded0b3d845
Actor_02/03-01-03-01-02-01-02.wav,02,happy,train,RAVDESS,3f8263c16dcbfff563704e07abb26fe5aa0248c1
Actor_02/03-01-03-01-02-02-02.wav,02,happy,train,RAVDESS,292bf3b41e3cf3982257dc99d1a991ca251834bd
Actor_02/03-01-03-02-01-01-02.wav,02,happy,train,RAVDESS,0e91d5f05db72b31b3aef4e536e4016bdeed7268
Actor_02/03-01-03-02-01-02-02.wav,02,happy,train,RAVDESS,6964c92001166985324a52a534bdd0a8d464cc6d
Actor_02/03-01-03-02-02-01-02.wav,02,happy,train,RAVDESS,28e5b6c261f056d34f70fe1160e15cc9b41cd878
Actor_02/03-01-03-02-02-02-02.wav,02,happy,train,RAVDESS,75f3cad1daff94a6f2cce62ef8df27ccaecb6d91
Actor_02/03-01-04-01-01-01-02.wav,02,sad,train,RAVDESS,d87d3f88a364a85e1422e1971cc5d8e87a24f208
Actor_02/03-01-04-01-01-02-02.wav,02,sad,train,RAVDESS,fe8edaf6c201d2903ef8fdaa4bf288b802a29be1
Actor_02/03-01-04-01-02-01-02.wav,02,sad,train,RAVDESS,5591d4921372db527fcbc1a3444519c65bbc1d9a
Actor_02/03-01-04-01-02-02-02.wav,02,sad,train,RAVDESS,08150d416be39871a21066313d01f46c8f1fdfdc
Actor_02/03-01-04-02-01-01-02.wav,02,sad,train,RAVDESS,bfa61817eb5b6bb1d2ffe86a20e8b0d1857b3f7d
Actor_02/03-01-04-02-01-02-02.wav,02,sad,train,RAVDESS,ad3b36baa9b152ecebe0ac7954f00fa47579df07
Actor_02/03-01-04-02-02-01-02.wav,02,sad,train,RAVDESS,640476dfb8b98f36d74e98cd894c446050a43dab
Actor_02/03-01-04-02-02-02-02.wav,02,sad,train,RAVDESS,75575537e3b9eeaf88c56c3241e77c0728664471
Actor_02/03-01-05-01-01-01-02.wav,02,angry,train,RAVDESS,84df7dd79c9568f1f92d77837548965faee1a954
Actor_02/03-01-05-01-01-02-02.wav,02,angry,train,RAVDESS,43e608c8bd05f6e79e992d06cf2c58633de58048
Actor_02/03-01-05-01-02-01-02.wav,02,angry,train,RAVDESS,5ce39f899b093480304be98be2afbecd0d274642
Actor_02/03-01-05-01-02-02-02.wav,02,angry,train,RAVDESS,cf820527fb2e05c8700bc6d1ede42cefb6f6d504
Actor_02/03-01-05-02-01-01-02.wav,02,angry,train,RAVDESS,b2d43e2562d17f34a817922ba25d8bd3f3910155
Actor_02/03-01-05-02-01-02-02.wav,02,angry,train,RAVDESS,e3e3428c949862c5588501a2114083242953d7dc
Actor_02/03-01-05-02-02-01-02.wav,02,angry,train,RAVDESS,1fe917016e0f0a28ff7303a5f01de8e8b31da9c4
Actor_02/03-01-05-02-02-02-02.wav,02,angry,train,RAVDESS,412ba810fd9ceda21b87f17ae8b0f37e069f5a40
Actor_02/03-01-06-01-01-01-02.wav,02,fear,train,RAVDESS,eda4ff61cb4c4b98ca8d59e4d89d34b5735a5ed4
Actor_02/03-01-06-01-01-02-02.wav,02,fear,train,RAVDESS,89d28c96ff40b7fb3e7b72de494472ba169e1c93
Actor_02/03-01-06-01-02-01-02.wav,02,fear,train,RAVDESS,b8cd62d30290f73659996378d4483146eef55ebe
Actor_02/03-01-06-01-02-02-02.wav,02,fear,train,RAVDESS,c22cc1ebf7baa152485be0afa0636f96b56ea3cd
Actor_02/03-01-06-02-01-01-02.wav,02,fear,train,RAVDESS,e00648929d092add9a8f6b247467f3aee43a9472
Actor_02/03-01-06-02-01-02-02.wav,02,fear,train,RAVDESS,cc8c00bfb768ec6171f9793d8bd0108c2dc0ecad
Actor_02/03-01-06-02-02-01-02.wav,02,fear,train,RAVDESS,c2ad9ad1772d2a7db6dc92c7c967d764c13116b0
Actor_02/03-01-06-02-02-02-02.wav,02,fear,train,RAVDESS,ba090b929c10c333a4bbe3bb05577fea6e1772c4
Actor_02/03-01-07-01-01-01-02.wav,02,disgust,train,RAVDESS,503b198ad2f85ba54b2834d7031178be7fccdde7
Actor_02/03-01-07-01-01-02-02.wav,02,disgust,train,RAVDESS,36307cfab34ef1c0a9c91db7ce1d1b58a206c5a3
Actor_02/03-01-07-01-02-01-02.wav,02,disgust,train,RAVDESS,92f45b75842ac84ae3da832dd1d71fb6de820dd2
Actor_02/03-01-07-01-02-02-02.wav,02,disgust,train,RAVDESS,853876392a8d92a8e29c84e612e7d039d0bb09d2
Actor_02/03-01-07-02-01-01-02.wav,02,disgust,train,RAVDESS,cdd839ebbe83d050dd7198877f49031321224056
Actor_02/03-01-07-02-01-02-02.wav,02,disgust,train,RAVDESS,286d61b87338a62644bfc0f1a24cd9e38d397792
Actor_02/03-01-07-02-02-01-02.wav,02,disgust,train,RAVDESS,84a8b4aaa7f9bebea34755f894831e9102f02770
Actor_02/03-01-07-02-02-02-02.wav,02,disgust,train,RAVDESS,5f10de55872593598a5a33f3e355b8930b87d377
Actor_02/03-01-08-01-01-01-02.wav,02,surprise,train,RAVDESS,f218dfe5c7f9f27074cf7bdaebe4e39089a3b08e
Actor_02/03-01-08-01-01-02-02.wav,02,surprise,train,RAVDESS,f9749f384f1ae8cea2c9c35bebaa10cedfd799f3
Actor_02/03-01-08-01-02-01-02.wav,02,surprise,train,RAVDESS,c3c2a41303f727ae1f6b2056af6d37386e346f64
Actor_02/03-01-08-01-02-02-02.wav,02,surprise,train,RAVDESS,52f6ad20a7698e75eb02b43a15e466f28e281f14
Actor_02/03-01-08-02-01-01-02.wav,02,surprise,train,RAVDESS,c418ce11db3ef643eed1938116865470b904635f
Actor_02/03-01-08-02-01-02-02.wav,02,surprise,train,RAVDESS,2019c722b9143618e45ca7f63375761c0f01c142
Actor_02/03-01-08-02-02-01-02.wav,02,surprise,train,RAVDESS,ce11336da4c639c3b9fdfa5b6ba7c585eae0e55e
Actor_02/03-01-08-02-02-02-02.wav,02,surprise,train,RAVDESS,bdf7785b2e8755a65184b61e4cdd0f4fa661bea8
Actor_03/03-01-01-01-01-01-03.wav,03,neutral,train,RAVDESS,343049430a532a4cdf6754b8234c3a468044478c
Actor_03/03-01-01-01-01-02-03.wav,03,neutral,train,RAVDESS,e3eeb9861f7617f6b41165c830690dcab94a3903
Actor_03/03-01-01-01-02-01-03.wav,03,neutral,train,RAVDESS,0f2b61d67dd86c9c8a0e565ef9f271256bca8fd8
Actor_03/03-01-01-01-02-02-03.wav,03,neutral,train,RAVDESS,80fca7b6f92f07953a8b909f5cf4bca813b52964
Actor_03/03-01-02-01-01-01-03.wav,03,neutral,train,RAVDESS,047a057d584f90c04fe27d0daeb69e3d1930119c
Actor_03/03-01-02-01-01-02-03.wav,03,neutral,train,RAVDESS,1a7d6e02180d1d00c84bd2e96114f29cfbed217d
Actor_03/03-01-02-01-02-01-03.wav,03,neutral,train,RAVDESS,1109223ee5eba6ba0f4c2eac3724c4cf70b6f1c6
Actor_03/03-01-02-01-02-02-03.wav,03,neutral,train,RAVDESS,a7533a2a7709935b374e53cc75b47209b24dd448
Actor_03/03-01-02-02-01-01-03.wav,03,neutral,train,RAVDESS,8b8b3f3c78e6c0e7d3b7b42bc95f22b96a3e0d65
Actor_03/03-01-02-02-01-02-03.wav,03,neutral,train,RAVDESS,389d09dca084ec9a184779fbe17d857d9755fc6a
Actor_03/03-01-02-02-02-01-03.wav,03,neutral,train,RAVDESS,b8af05179bcc1084c18c879d2f2ed30dedb0d12b
Actor_03/03-01-02-02-02-02-03.wav,03,neutral,train,RAVDESS,8a20750d0f420b0fb7ccb040bb06cb8564995df2
Actor_03/03-01-03-01-01-01-03.wav,03,happy,train,RAVDESS,b581eb4e8b4af5de78f39f6a053a1a326d188e0c
Actor_03/03-01-03-01-01-02-03.wav,03,happy,train,RAVDESS,a05b57531125d37c26263bcad0335bc8e3911ca5
Actor_03/03-01-03-01-02-01-03.wav,03,happy,train,RAVDESS,fe230d4f18ed1f921e77bf6cfb5f4dbcf0cf60e9
Actor_03/03-01-03-01-02-02-03.wav,03,happy,train,RAVDESS,8fcb75730e0bfb4e5df5ace6fc5ab05078d0966a
Actor_03/03-01-03-02-01-01-03.wav,03,happy,train,RAVDESS,3ab5ba79b1b484afff4b1eeea3010448839e8de0
Actor_03/03-01-03-02-01-02-03.wav,03,happy,train,RAVDESS,ed21ab729b96be5175ba44ebfb41a6924c0c1c4b
Actor_03/03-01-03-02-02-01-03.wav,03,happy,train,RAVDESS,55f0e5cf1b60bc99ca37a4f9da305b8ba6de1f14
Actor_03/03-01-03-02-02-02-03.wav,03,happy,train,RAVDESS,4ed441e5f381b922c7d49a64804942ab03f866d3
Actor_03/03-01-04-01-01-01-03.wav,03,sad,train,RAVDESS,bb695f49946891f97be7e185232e7bb8db769d01
Actor_03/03-01-04-01-01-02-03.wav,03,sad,train,RAVDESS,92c5f07c908052f9c8deb2a87d886298d05bbb73
Actor_03/03-01-04-01-02-01-03.wav,03,sad,train,RAVDESS,7b072450691a8cd3c981529d3d7b72789fd7c25b
Actor_03/03-01-04-01-02-02-03.wav,03,sad,train,RAVDESS,0565e8931c0d5886cbe54654bd71e4290b452ccd
Actor_03/03-01-04-02-01-01-03.wav,03,sad,train,RAVDESS,3cd737f7704ef0944f2d3cb72083e4083686353a
Actor_03/03-01-04-02-01-02-03.wav,03,sad,train,RAVDESS,e562f66409cec36f2eaeb5812e05d20911bb3108
Actor_03/03-01-04-02-02-01-03.wav,03,sad,train,RAVDESS,8b65788ff5a14e16f65ed0fbc9f0b5219069d0fa
Actor_03/03-01-04-02-02-02-03.wav,03,sad,train,RAVDESS,f684ccf61ca23e37c9b80e230c8a60d80eff23cf
Actor_03/03-01-05-01-01-01-03.wav,03,angry,train,RAVDESS,51a2ce43388c84cba728f60c1412fa2edd4318a1
Actor_03/03-01-05-01-01-02-03.wav,03,angry,train,RAVDESS,10108814efd60f1c0db940e3e6e3f543be1bb666
Actor_03/03-01-05-01-02-01-03.wav,03,angry,train,RAVDESS,a019c30611d9e9ccb5f08dc616c2f440c55f47ea
Actor_03/03-01-05-01-02-02-03.wav,03,angry,train,RAVDESS,2e92c9528f4a29ef725a7a05819f10ce1382ef1e
Actor_03/03-01-05-02-01-01-03.wav,03,angry,train,RAVDESS,f374c2ddbb7c16d35a8025a59b9f781fba355b9a
Actor_03/03-01-05-02-01-02-03.wav,03,angry,train,RAVDESS,9dbe6af18ad43bb0567d235d8813303c524a787d
Actor_03/03-01-05-02-02-01-03.wav,03,angry,train,RAVDESS,f767a17264e6759c261106849d5dd74aeecce73b
Actor_03/03-01-05-02-02-02-03.wav,03,angry,train,RAVDESS,bcec73e3f877a459f88deb915ce02c744d68bdeb
Actor_03/03-01-06-01-01-01-03.wav,03,fear,train,RAVDESS,6b81592b0b4691c5e872843118354e7e559d83f0
Actor_03/03-01-06-01-01-02-03.wav,03,fear,train,RAVDESS,747c423f92887a90ae4ffe77ba337bcc80908be6
Actor_03/03-01-06-01-02-01-03.wav,03,fear,train,RAVDESS,4d9e98281623179d9ec9e4f325cd5d3217f03e42
Actor_03/03-01-06-01-02-02-03.wav,03,fear,train,RAVDESS,1bb4a9f45c21d0207e107f805b74ef3f2f3c78b0
Actor_03/03-01-06-02-01-01-03.wav,03,fear,train,RAVDESS,8e65f39b01a5e5fe8408525ec95fcf27ae1a8e5a
Actor_03/03-01-06-02-01-02-03.wav,03,fear,train,RAVDESS,b6f066b606832ec10961fbb621e7be67482b495b
Actor_03/03-01-06-02-02-01-03.wav,03,fear,train,RAVDESS,2b76f057e4dae7d60771c0386de6b857a82b483e
Actor_03/03-01-06-02-02-02-03.wav,03,fear,train,RAVDESS,8597211db9588624982220175bcd0420eac4051c
Actor_03/03-01-07-01-01-01-03.wav,03,disgust,train,RAVDESS,2e7cfdcd6e6823e90d6b5d117c746a2fea2a18dc
Actor_03/03-01-07-01-01-02-03.wav,03,disgust,train,RAVDESS,f8fa5760094fd8ab218797a49af5e081d9a77a9d
Actor_03/03-01-07-01-02-01-03.wav,03,disgust,train,RAVDESS,dcd7668abc01199cae43c52ce00f1692fc48e92b
Actor_03/03-01-07-01-02-02-03.wav,03,disgust,train,RAVDESS,5ac3b7bf1d6353a7fb193295c30a827a79df3d93
Actor_03/03-01-07-02-01-01-03.wav,03,disgust,train,RAVDESS,22c0aa388cb57bac56a24d9c5df0d873d7a911fd
Actor_03/03-01-07-02-01-02-03.wav,03,disgust,train,RAVDESS,ae7a80f5b13e1b8b420b0879fe9f801c897f6452
Actor_03/03-01-07-02-02-01-03.wav,03,disgust,train,RAVDESS,8400cfd86efe641636dff2a3b21c6be654893eb8
Actor_03/03-01-07-02-02-02-03.wav,03,disgust,train,RAVDESS,e1df92e29fb22d74e0d9825a5b186d0af954c886
Actor_03/03-01-08-01-01-01-03.wav,03,surprise,train,RAVDESS,9d5ad12e9de30c46fd79789f2ebb6b685f1cb0a4
Actor_03/03-01-08-01-01-02-03.wav,03,surprise,train,RAVDESS,f46fe3d8428f5a98bfae48448d0969991601a282
Actor_03/03-01-08-01-02-01-03.wav,03,surprise,train,RAVDESS,786e1e798a308414694c2ff7317b3cdb47e9df5b
Actor_03/03-01-08-01-02-02-03.wav,03,surprise,train,RAVDESS,150e39e0955b6672d308619fd4095a402d6e6336
Actor_03/03-01-08-02-01-01-03.wav,03,surprise,train,RAVDESS,d0cf670be5fc4b9e4dea77f90fd008ccb82df261
Actor_03/03-01-08-02-01-02-03.wav,03,surprise,train,RAVDESS,ae57d50c8cd09f98bfc2161ea49e0bba98c01d50
Actor_03/03-01-08-02-02-01-03.wav,03,surprise,train,RAVDESS,4a769159df3aba807b93ff4bf498fd127adff52e
Actor_03/03-01-08-02-02-02-03.wav,03,surprise,train,RAVDESS,942d2f582457736d90ce1d6fd2e415c022748d30
Actor_04/03-01-01-01-01-01-04.wav,04,neutral,train,RAVDESS,b54b56566fe192658851b01d1bf3e1d42c9f6289
Actor_04/03-01-01-01-01-02-04.wav,04,neutral,train,RAVDESS,471e14ba016459ceeab24d99990b1aa8591f0593
Actor_04/03-01-01-01-02-01-04.wav,04,neutral,train,RAVDESS,4423f79032830d6c9a689b94c14e2526fc7a6f11
Actor_04/03-01-01-01-02-02-04.wav,04,neutral,train,RAVDESS,cefa170906da0f573c61e646dfab9d6ffdff3ef1
Actor_04/03-01-02-01-01-01-04.wav,04,neutral,train,RAVDESS,2f5fbab1d629770235f451e8940e9fa3c2e0aa8e
Actor_04/03-01-02-01-01-02-04.wav,04,neutral,train,RAVDESS,b3a07f41ab5cc522dafd82b7f93f86ee4572a970
Actor_04/03-01-02-01-02-01-04.wav,04,neutral,train,RAVDESS,e84c350b999150782021aa6d3bdc864b5e4a9c0a
Actor_04/03-01-02-01-02-02-04.wav,04,neutral,train,RAVDESS,082a574ec18a40fb1770a81398ee22f82c0b3559
Actor_04/03-01-02-02-01-01-04.wav,04,neutral,train,RAVDESS,472c28242fce3296c9c90d5448ed500956543d49
Actor_04/03-01-02-02-01-02-04.wav,04,neutral,train,RAVDESS,fca7460cf4f8b2a3860a32c537a27bd115e37084
Actor_04/03-01-02-02-02-01-04.wav,04,neutral,train,RAVDESS,521e60cd289a5383429ad8806dde61ccca197a60
Actor_04/03-01-02-02-02-02-04.wav,04,neutral,train,RAVDESS,e00434a74c4e1d4f43d873b1b7aa32c316c60f33
Actor_04/03-01-03-01-01-01-04.wav,04,happy,train,RAVDESS,6fde0fab25db501880227d6d600b7e0406a615e8
Actor_04/03-01-03-01-01-02-04.wav,04,happy,train,RAVDESS,eff9406d5083998b804cbba87f0fc86aee6d8635
Actor_04/03-01-03-01-02-01-04.wav,04,happy,train,RAVDESS,ce8c7969794fc2abbdc807401009f89cbf208c8a
Actor_04/03-01-03-01-02-02-04.wav,04,happy,train,RAVDESS,11cd48b21b6f019eff056e4b5dde4486c35b479d
Actor_04/03-01-03-02-01-01-04.wav,04,happy,train,RAVDESS,6afb5386571250afd3d47784e3360e927752dce4
Actor_04/03-01-03-02-01-02-04.wav,04,happy,train,RAVDESS,d79d94bbed626c50551fe42eafa73f9c4264a5a3
Actor_04/03-01-03-02-02-01-04.wav,04,happy,train,RAVDESS,83a44db906d1ffa765192de119f85d79f910cc5c
Actor_04/03-01-03-02-02-02-04.wav,04,happy,train,RAVDESS,d063f3f8cf7a244bd65f2b37ef5841c6d157be49
Actor_04/03-01-04-01-01-01-04.wav,04,sad,train,RAVDESS,25c62ee1571403adf9c4e404001d0a389fbcbfcf
Actor_04/03-01-04-01-01-02-04.wav,04,sad,train,RAVDESS,884fb943b71b29c37726b4cff8e5d328c2570df9
Actor_04/03-01-04-01-02-01-04.wav,04,sad,train,RAVDESS,5ba3161baf3e2ed87690fa0f4cb7c03914de5bad
Actor_04/03-01-04-01-02-02-04.wav,04,sad,train,RAVDESS,0def100283cde8b5fd62f2a129e5655dd5a79ce2
Actor_04/03-01-04-02-01-01-04.wav,04,sad,train,RAVDESS,ab44cc11de8c42d16adb9e84625f1014504a8146
Actor_04/03-01-04-02-01-02-04.wav,04,sad,train,RAVDESS,b822d0b5b210a27b2761f3c9c9325b679ecc1798
Actor_04/03-01-04-02-02-01-04.wav,04,sad,train,RAVDESS,09c8244c65083a98a23cfd3b1351d56fc90a3c3e
Actor_04/03-01-04-02-02-02-04.wav,04,sad,train,RAVDESS,c1fcab41bf0e0e391682992785d8e548d136e60b
Actor_04/03-01-05-01-01-01-04.wav,04,angry,train,RAVDESS,670fd1cc6141462cc5db31925b2e6f5ce3d88256
Actor_04/03-01-05-01-01-02-04.wav,04,angry,train,RAVDESS,dd67120562c72c7eb1abad27ee03a49222ddb9dd
Actor_04/03-01-05-01-02-01-04.wav,04,angry,train,RAVDESS,5566edf33694713e3b9d415feadfc42832ee9de8
Actor_04/03-01-05-01-02-02-04.wav,04,angry,train,RAVDESS,8b1bccdffbbcf3073e90688c53db216466be2a5c
Actor_04/03-01-05-02-01-01-04.wav,04,angry,train,RAVDESS,413ad66180429abacc53e4595ec8d0372acbd79b
Actor_04/03-01-05-02-01-02-04.wav,04,angry,train,RAVDESS,0680077c3330d73aa90c9434a0d6b75869d7dea1
