synthetic_id,source_relative_path,actor_id,label,split,variant,recipe,seed
01_03-01-04-01-01-02-01_aug3,Actor_01/03-01-04-01-01-02-01.wav,01,sad,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-04-01-02-01-01_aug1,Actor_01/03-01-04-01-02-01-01.wav,01,sad,train,1,gain_shift_colored_noise,20260805
01_03-01-04-01-02-01-01_aug2,Actor_01/03-01-04-01-02-01-01.wav,01,sad,train,2,room_echo_smoothing_noise,20260806
01_03-01-04-01-02-01-01_aug3,Actor_01/03-01-04-01-02-01-01.wav,01,sad,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-04-01-02-02-01_aug1,Actor_01/03-01-04-01-02-02-01.wav,01,sad,train,1,gain_shift_colored_noise,20260805
01_03-01-04-01-02-02-01_aug2,Actor_01/03-01-04-01-02-02-01.wav,01,sad,train,2,room_echo_smoothing_noise,20260806
01_03-01-04-01-02-02-01_aug3,Actor_01/03-01-04-01-02-02-01.wav,01,sad,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-04-02-01-01-01_aug1,Actor_01/03-01-04-02-01-01-01.wav,01,sad,train,1,gain_shift_colored_noise,20260805
01_03-01-04-02-01-01-01_aug2,Actor_01/03-01-04-02-01-01-01.wav,01,sad,train,2,room_echo_smoothing_noise,20260806
01_03-01-04-02-01-01-01_aug3,Actor_01/03-01-04-02-01-01-01.wav,01,sad,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-04-02-01-02-01_aug1,Actor_01/03-01-04-02-01-02-01.wav,01,sad,train,1,gain_shift_colored_noise,20260805
01_03-01-04-02-01-02-01_aug2,Actor_01/03-01-04-02-01-02-01.wav,01,sad,train,2,room_echo_smoothing_noise,20260806
01_03-01-04-02-01-02-01_aug3,Actor_01/03-01-04-02-01-02-01.wav,01,sad,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-04-02-02-01-01_aug1,Actor_01/03-01-04-02-02-01-01.wav,01,sad,train,1,gain_shift_colored_noise,20260805
01_03-01-04-02-02-01-01_aug2,Actor_01/03-01-04-02-02-01-01.wav,01,sad,train,2,room_echo_smoothing_noise,20260806
01_03-01-04-02-02-01-01_aug3,Actor_01/03-01-04-02-02-01-01.wav,01,sad,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-04-02-02-02-01_aug1,Actor_01/03-01-04-02-02-02-01.wav,01,sad,train,1,gain_shift_colored_noise,20260805
01_03-01-04-02-02-02-01_aug2,Actor_01/03-01-04-02-02-02-01.wav,01,sad,train,2,room_echo_smoothing_noise,20260806
01_03-01-04-02-02-02-01_aug3,Actor_01/03-01-04-02-02-02-01.wav,01,sad,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-05-01-01-01-01_aug1,Actor_01/03-01-05-01-01-01-01.wav,01,angry,train,1,gain_shift_colored_noise,20260805
01_03-01-05-01-01-01-01_aug2,Actor_01/03-01-05-01-01-01-01.wav,01,angry,train,2,room_echo_smoothing_noise,20260806
01_03-01-05-01-01-01-01_aug3,Actor_01/03-01-05-01-01-01-01.wav,01,angry,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-05-01-01-02-01_aug1,Actor_01/03-01-05-01-01-02-01.wav,01,angry,train,1,gain_shift_colored_noise,20260805
01_03-01-05-01-01-02-01_aug2,Actor_01/03-01-05-01-01-02-01.wav,01,angry,train,2,room_echo_smoothing_noise,20260806
01_03-01-05-01-01-02-01_aug3,Actor_01/03-01-05-01-01-02-01.wav,01,angry,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-05-01-02-01-01_aug1,Actor_01/03-01-05-01-02-01-01.wav,01,angry,train,1,gain_shift_colored_noise,20260805
01_03-01-05-01-02-01-01_aug2,Actor_01/03-01-05-01-02-01-01.wav,01,angry,train,2,room_echo_smoothing_noise,20260806
01_03-01-05-01-02-01-01_aug3,Actor_01/03-01-05-01-02-01-01.wav,01,angry,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-05-01-02-02-01_aug1,Actor_01/03-01-05-01-02-02-01.wav,01,angry,train,1,gain_shift_colored_noise,20260805
01_03-01-05-01-02-02-01_aug2,Actor_01/03-01-05-01-02-02-01.wav,01,angry,train,2,room_echo_smoothing_noise,20260806
01_03-01-05-01-02-02-01_aug3,Actor_01/03-01-05-01-02-02-01.wav,01,angry,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-05-02-01-01-01_aug1,Actor_01/03-01-05-02-01-01-01.wav,01,angry,train,1,gain_shift_colored_noise,20260805
01_03-01-05-02-01-01-01_aug2,Actor_01/03-01-05-02-01-01-01.wav,01,angry,train,2,room_echo_smoothing_noise,20260806
01_03-01-05-02-01-01-01_aug3,Actor_01/03-01-05-02-01-01-01.wav,01,angry,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-05-02-01-02-01_aug1,Actor_01/03-01-05-02-01-02-01.wav,01,angry,train,1,gain_shift_colored_noise,20260805
01_03-01-05-02-01-02-01_aug2,Actor_01/03-01-05-02-01-02-01.wav,01,angry,train,2,room_echo_smoothing_noise,20260806
01_03-01-05-02-01-02-01_aug3,Actor_01/03-01-05-02-01-02-01.wav,01,angry,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-05-02-02-01-01_aug1,Actor_01/03-01-05-02-02-01-01.wav,01,angry,train,1,gain_shift_colored_noise,20260805
01_03-01-05-02-02-01-01_aug2,Actor_01/03-01-05-02-02-01-01.wav,01,angry,train,2,room_echo_smoothing_noise,20260806
01_03-01-05-02-02-01-01_aug3,Actor_01/03-01-05-02-02-01-01.wav,01,angry,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-05-02-02-02-01_aug1,Actor_01/03-01-05-02-02-02-01.wav,01,angry,train,1,gain_shift_colored_noise,20260805
01_03-01-05-02-02-02-01_aug2,Actor_01/03-01-05-02-02-02-01.wav,01,angry,train,2,room_echo_smoothing_noise,20260806
01_03-01-05-02-02-02-01_aug3,Actor_01/03-01-05-02-02-02-01.wav,01,angry,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-06-01-01-01-01_aug1,Actor_01/03-01-06-01-01-01-01.wav,01,fear,train,1,gain_shift_colored_noise,20260805
01_03-01-06-01-01-01-01_aug2,Actor_01/03-01-06-01-01-01-01.wav,01,fear,train,2,room_echo_smoothing_noise,20260806
01_03-01-06-01-01-01-01_aug3,Actor_01/03-01-06-01-01-01-01.wav,01,fear,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-06-01-01-02-01_aug1,Actor_01/03-01-06-01-01-02-01.wav,01,fear,train,1,gain_shift_colored_noise,20260805
01_03-01-06-01-01-02-01_aug2,Actor_01/03-01-06-01-01-02-01.wav,01,fear,train,2,room_echo_smoothing_noise,20260806
01_03-01-06-01-01-02-01_aug3,Actor_01/03-01-06-01-01-02-01.wav,01,fear,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-06-01-02-01-01_aug1,Actor_01/03-01-06-01-02-01-01.wav,01,fear,train,1,gain_shift_colored_noise,20260805
01_03-01-06-01-02-01-01_aug2,Actor_01/03-01-06-01-02-01-01.wav,01,fear,train,2,room_echo_smoothing_noise,20260806
01_03-01-06-01-02-01-01_aug3,Actor_01/03-01-06-01-02-01-01.wav,01,fear,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-06-01-02-02-01_aug1,Actor_01/03-01-06-01-02-02-01.wav,01,fear,train,1,gain_shift_colored_noise,20260805
01_03-01-06-01-02-02-01_aug2,Actor_01/03-01-06-01-02-02-01.wav,01,fear,train,2,room_echo_smoothing_noise,20260806
01_03-01-06-01-02-02-01_aug3,Actor_01/03-01-06-01-02-02-01.wav,01,fear,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-06-02-01-01-01_aug1,Actor_01/03-01-06-02-01-01-01.wav,01,fear,train,1,gain_shift_colored_noise,20260805
01_03-01-06-02-01-01-01_aug2,Actor_01/03-01-06-02-01-01-01.wav,01,fear,train,2,room_echo_smoothing_noise,20260806
01_03-01-06-02-01-01-01_aug3,Actor_01/03-01-06-02-01-01-01.wav,01,fear,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-06-02-01-02-01_aug1,Actor_01/03-01-06-02-01-02-01.wav,01,fear,train,1,gain_shift_colored_noise,20260805
01_03-01-06-02-01-02-01_aug2,Actor_01/03-01-06-02-01-02-01.wav,01,fear,train,2,room_echo_smoothing_noise,20260806
01_03-01-06-02-01-02-01_aug3,Actor_01/03-01-06-02-01-02-01.wav,01,fear,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-06-02-02-01-01_aug1,Actor_01/03-01-06-02-02-01-01.wav,01,fear,train,1,gain_shift_colored_noise,20260805
01_03-01-06-02-02-01-01_aug2,Actor_01/03-01-06-02-02-01-01.wav,01,fear,train,2,room_echo_smoothing_noise,20260806
01_03-01-06-02-02-01-01_aug3,Actor_01/03-01-06-02-02-01-01.wav,01,fear,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-06-02-02-02-01_aug1,Actor_01/03-01-06-02-02-02-01.wav,01,fear,train,1,gain_shift_colored_noise,20260805
01_03-01-06-02-02-02-01_aug2,Actor_01/03-01-06-02-02-02-01.wav,01,fear,train,2,room_echo_smoothing_noise,20260806
01_03-01-06-02-02-02-01_aug3,Actor_01/03-01-06-02-02-02-01.wav,01,fear,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-07-01-01-01-01_aug1,Actor_01/03-01-07-01-01-01-01.wav,01,disgust,train,1,gain_shift_colored_noise,20260805
01_03-01-07-01-01-01-01_aug2,Actor_01/03-01-07-01-01-01-01.wav,01,disgust,train,2,room_echo_smoothing_noise,20260806
01_03-01-07-01-01-01-01_aug3,Actor_01/03-01-07-01-01-01-01.wav,01,disgust,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-07-01-01-02-01_aug1,Actor_01/03-01-07-01-01-02-01.wav,01,disgust,train,1,gain_shift_colored_noise,20260805
01_03-01-07-01-01-02-01_aug2,Actor_01/03-01-07-01-01-02-01.wav,01,disgust,train,2,room_echo_smoothing_noise,20260806
01_03-01-07-01-01-02-01_aug3,Actor_01/03-01-07-01-01-02-01.wav,01,disgust,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-07-01-02-01-01_aug1,Actor_01/03-01-07-01-02-01-01.wav,01,disgust,train,1,gain_shift_colored_noise,20260805
01_03-01-07-01-02-01-01_aug2,Actor_01/03-01-07-01-02-01-01.wav,01,disgust,train,2,room_echo_smoothing_noise,20260806
01_03-01-07-01-02-01-01_aug3,Actor_01/03-01-07-01-02-01-01.wav,01,disgust,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-07-01-02-02-01_aug1,Actor_01/03-01-07-01-02-02-01.wav,01,disgust,train,1,gain_shift_colored_noise,20260805
01_03-01-07-01-02-02-01_aug2,Actor_01/03-01-07-01-02-02-01.wav,01,disgust,train,2,room_echo_smoothing_noise,20260806
01_03-01-07-01-02-02-01_aug3,Actor_01/03-01-07-01-02-02-01.wav,01,disgust,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-07-02-01-01-01_aug1,Actor_01/03-01-07-02-01-01-01.wav,01,disgust,train,1,gain_shift_colored_noise,20260805
01_03-01-07-02-01-01-01_aug2,Actor_01/03-01-07-02-01-01-01.wav,01,disgust,train,2,room_echo_smoothing_noise,20260806
01_03-01-07-02-01-01-01_aug3,Actor_01/03-01-07-02-01-01-01.wav,01,disgust,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-07-02-01-02-01_aug1,Actor_01/03-01-07-02-01-02-01.wav,01,disgust,train,1,gain_shift_colored_noise,20260805
01_03-01-07-02-01-02-01_aug2,Actor_01/03-01-07-02-01-02-01.wav,01,disgust,train,2,room_echo_smoothing_noise,20260806
01_03-01-07-02-01-02-01_aug3,Actor_01/03-01-07-02-01-02-01.wav,01,disgust,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-07-02-02-01-01_aug1,Actor_01/03-01-07-02-02-01-01.wav,01,disgust,train,1,gain_shift_colored_noise,20260805
01_03-01-07-02-02-01-01_aug2,Actor_01/03-01-07-02-02-01-01.wav,01,disgust,train,2,room_echo_smoothing_noise,20260806
01_03-01-07-02-02-01-01_aug3,Actor_01/03-01-07-02-02-01-01.wav,01,disgust,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-07-02-02-02-01_aug1,Actor_01/03-01-07-02-02-02-01.wav,01,disgust,train,1,gain_shift_colored_noise,20260805
01_03-01-07-02-02-02-01_aug2,Actor_01/03-01-07-02-02-02-01.wav,01,disgust,train,2,room_echo_smoothing_noise,20260806
01_03-01-07-02-02-02-01_aug3,Actor_01/03-01-07-02-02-02-01.wav,01,disgust,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-08-01-01-01-01_aug1,Actor_01/03-01-08-01-01-01-01.wav,01,surprise,train,1,gain_shift_colored_noise,20260805
01_03-01-08-01-01-01-01_aug2,Actor_01/03-01-08-01-01-01-01.wav,01,surprise,train,2,room_echo_smoothing_noise,20260806
01_03-01-08-01-01-01-01_aug3,Actor_01/03-01-08-01-01-01-01.wav,01,surprise,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-08-01-01-02-01_aug1,Actor_01/03-01-08-01-01-02-01.wav,01,surprise,train,1,gain_shift_colored_noise,20260805
01_03-01-08-01-01-02-01_aug2,Actor_01/03-01-08-01-01-02-01.wav,01,surprise,train,2,room_echo_smoothing_noise,20260806
01_03-01-08-01-01-02-01_aug3,Actor_01/03-01-08-01-01-02-01.wav,01,surprise,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-08-01-02-01-01_aug1,Actor_01/03-01-08-01-02-01-01.wav,01,surprise,train,1,gain_shift_colored_noise,20260805
01_03-01-08-01-02-01-01_aug2,Actor_01/03-01-08-01-02-01-01.wav,01,surprise,train,2,room_echo_smoothing_noise,20260806
01_03-01-08-01-02-01-01_aug3,Actor_01/03-01-08-01-02-01-01.wav,01,surprise,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-08-01-02-02-01_aug1,Actor_01/03-01-08-01-02-02-01.wav,01,surprise,train,1,gain_shift_colored_noise,20260805
01_03-01-08-01-02-02-01_aug2,Actor_01/03-01-08-01-02-02-01.wav,01,surprise,train,2,room_echo_smoothing_noise,20260806
01_03-01-08-01-02-02-01_aug3,Actor_01/03-01-08-01-02-02-01.wav,01,surprise,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-08-02-01-01-01_aug1,Actor_01/03-01-08-02-01-01-01.wav,01,surprise,train,1,gain_shift_colored_noise,20260805
01_03-01-08-02-01-01-01_aug2,Actor_01/03-01-08-02-01-01-01.wav,01,surprise,train,2,room_echo_smoothing_noise,20260806
01_03-01-08-02-01-01-01_aug3,Actor_01/03-01-08-02-01-01-01.wav,01,surprise,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-08-02-01-02-01_aug1,Actor_01/03-01-08-02-01-02-01.wav,01,surprise,train,1,gain_shift_colored_noise,20260805
01_03-01-08-02-01-02-01_aug2,Actor_01/03-01-08-02-01-02-01.wav,01,surprise,train,2,room_echo_smoothing_noise,20260806
01_03-01-08-02-01-02-01_aug3,Actor_01/03-01-08-02-01-02-01.wav,01,surprise,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-08-02-02-01-01_aug1,Actor_01/03-01-08-02-02-01-01.wav,01,surprise,train,1,gain_shift_colored_noise,20260805
01_03-01-08-02-02-01-01_aug2,Actor_01/03-01-08-02-02-01-01.wav,01,surprise,train,2,room_echo_smoothing_noise,20260806
01_03-01-08-02-02-01-01_aug3,Actor_01/03-01-08-02-02-01-01.wav,01,surprise,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
01_03-01-08-02-02-02-01_aug1,Actor_01/03-01-08-02-02-02-01.wav,01,surprise,train,1,gain_shift_colored_noise,20260805
01_03-01-08-02-02-02-01_aug2,Actor_01/03-01-08-02-02-02-01.wav,01,surprise,train,2,room_echo_smoothing_noise,20260806
01_03-01-08-02-02-02-01_aug3,Actor_01/03-01-08-02-02-02-01.wav,01,surprise,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
02_03-01-01-01-01-01-02_aug1,Actor_02/03-01-01-01-01-01-02.wav,02,neutral,train,1,gain_shift_colored_noise,20260805
02_03-01-01-01-01-01-02_aug2,Actor_02/03-01-01-01-01-01-02.wav,02,neutral,train,2,room_echo_smoothing_noise,20260806
02_03-01-01-01-01-01-02_aug3,Actor_02/03-01-01-01-01-01-02.wav,02,neutral,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
02_03-01-01-01-01-02-02_aug1,Actor_02/03-01-01-01-01-02-02.wav,02,neutral,train,1,gain_shift_colored_noise,20260805
02_03-01-01-01-01-02-02_aug2,Actor_02/03-01-01-01-01-02-02.wav,02,neutral,train,2,room_echo_smoothing_noise,20260806
02_03-01-01-01-01-02-02_aug3,Actor_02/03-01-01-01-01-02-02.wav,02,neutral,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
02_03-01-01-01-02-01-02_aug1,Actor_02/03-01-01-01-02-01-02.wav,02,neutral,train,1,gain_shift_colored_noise,20260805
02_03-01-01-01-02-01-02_aug2,Actor_02/03-01-01-01-02-01-02.wav,02,neutral,train,2,room_echo_smoothing_noise,20260806
02_03-01-01-01-02-01-02_aug3,Actor_02/03-01-01-01-02-01-02.wav,02,neutral,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
02_03-01-01-01-02-02-02_aug1,Actor_02/03-01-01-01-02-02-02.wav,02,neutral,train,1,gain_shift_colored_noise,20260805
02_03-01-01-01-02-02-02_aug2,Actor_02/03-01-01-01-02-02-02.wav,02,neutral,train,2,room_echo_smoothing_noise,20260806
02_03-01-01-01-02-02-02_aug3,Actor_02/03-01-01-01-02-02-02.wav,02,neutral,train,3,same_emotion_blend_spectral_tilt_dropout,20260807
02_03-01-02-01-01-01-02_aug1,Actor_02/03-01-02-01-01-01-02.wav,02,neutral,train,1,gain_shift_colored_noise,20260805
02_03-01-02-01-01-01-02_aug2,Actor_02/03-01-02-01-01-01-02.wav,02,neutral,train,2,room_echo_smoothing_noise,20260806
